,gender,age,income,user_id,signup_date,signup_year,age_group,income_group,amount,spend_group
2786,F,57,71000,2787,2015-10-11,2015,3,4,131.14000000000001,7
2787,M,66,32000,2788,2017-10-17,2017,4,1,15.99,2
2788,F,55,93000,2789,2016-08-25,2016,3,5,74.54,5
2789,M,52,71000,2790,2017-07-08,2017,3,4,40.42,3
2790,M,61,63000,2791,2017-04-11,2017,4,3,306.25,10
2791,F,49,104000,2792,2017-11-13,2017,2,5,277.55,10
2792,M,76,46000,2793,2017-09-26,2017,5,2,18.689999999999998,2
2793,F,60,87000,2794,2017-08-07,2017,4,5,134.98999999999998,7
2794,M,52,80000,2795,2018-05-15,2018,3,4,111.98,6
2795,M,61,45000,2796,2017-11-19,2017,4,1,16.6,2
2796,F,22,56000,2797,2017-12-18,2017,1,2,169.13,8
2797,M,87,30000,2798,2017-08-29,2017,5,1,82.25999999999999,5
2798,F,29,61000,2799,2017-03-18,2017,1,3,155.84,8
2799,M,58,81000,2800,2018-03-24,2018,3,4,55.07,4
2800,M,72,75000,2801,2017-10-28,2017,5,4,0.0,1
2801,M,52,82000,2802,2016-02-07,2016,3,4,178.66,8
2802,M,66,69000,2803,2018-03-19,2018,4,3,796.0200000000001,10
2803,F,37,47000,2804,2018-07-02,2018,1,2,83.78999999999999,5
2804,F,44,87000,2805,2017-06-24,2017,2,5,260.89,10
2805,M,65,68000,2806,2018-06-05,2018,4,3,15.1,2
2806,F,63,96000,2807,2017-09-12,2017,4,5,90.24000000000001,6
2807,F,79,66000,2808,2014-10-07,2014,5,3,206.29,9
2808,M,53,44000,2809,2018-02-13,2018,3,1,11.190000000000001,1
2809,M,52,38000,2810,2016-02-01,2016,3,1,44.89,4
2810,F,64,118000,2811,2016-05-07,2016,4,5,210.32,9
2811,F,63,64000,2812,2017-03-02,2017,4,3,335.36,10
2812,M,18,51000,2813,2018-03-13,2018,1,2,83.97,5
2813,F,66,83000,2814,2018-03-05,2018,4,4,123.83,7
2814,M,70,82000,2815,2017-06-22,2017,5,4,105.3,6
2815,F,66,59000,2816,2017-10-01,2017,4,3,53.95,4
2816,F,42,98000,2817,2016-06-14,2016,2,5,277.58,10
2817,F,75,68000,2818,2018-07-06,2018,5,3,41.66,4
2818,M,20,47000,2819,2017-12-08,2017,1,2,34.74,3
2819,F,19,55000,2820,2017-06-08,2017,1,2,83.95,5
2820,F,21,40000,2821,2017-11-20,2017,1,1,75.26,5
2821,F,59,87000,2822,2017-05-05,2017,3,5,0.0,1
2822,F,70,77000,2823,2017-06-25,2017,5,4,115.88,7
2823,F,23,62000,2824,2018-01-05,2018,1,3,183.72,9
2824,F,84,96000,2825,2017-08-22,2017,5,5,268.21999999999997,10
2825,F,62,85000,2826,2018-07-23,2018,4,4,96.43,6
2826,F,43,88000,2827,2017-05-26,2017,2,5,145.49,8
2827,F,56,119000,2828,2017-01-26,2017,3,5,0.0,1
2828,M,51,79000,2829,2017-11-16,2017,2,4,16.51,2
2829,M,59,60000,2830,2016-08-08,2016,3,3,42.42,4
2830,M,68,64000,2831,2014-10-27,2014,4,3,12.57,1
2831,M,80,31000,2832,2017-10-09,2017,5,1,22.44,2
2832,F,50,97000,2833,2017-07-24,2017,2,5,343.64,10
2833,M,68,77000,2834,2016-03-17,2016,4,4,56.21,4
2834,M,53,88000,2835,2018-07-17,2018,3,5,0.0,1
2835,F,19,54000,2836,2017-01-25,2017,1,2,255.6,10
2836,M,43,49000,2837,2014-05-20,2014,2,2,43.04,4
2837,F,53,83000,2838,2016-09-05,2016,3,4,230.94,9
2838,F,65,78000,2839,2015-09-02,2015,4,4,229.98000000000002,9
2839,M,72,100000,2840,2018-06-22,2018,5,5,117.39000000000001,7
2840,M,50,65000,2841,2018-01-06,2018,2,3,229.29000000000002,9
2841,M,50,94000,2842,2018-02-13,2018,2,5,62.14,5
2842,F,63,94000,2843,2017-11-10,2017,4,5,214.79000000000002,9
2843,M,40,68000,2844,2015-02-26,2015,2,3,55.32,4
2844,F,54,43000,2845,2018-05-17,2018,3,1,93.63,6
2845,M,47,35000,2846,2017-07-29,2017,2,1,8.5,1
2846,M,40,38000,2847,2015-02-21,2015,2,1,41.83,4
2847,M,59,45000,2848,2017-10-30,2017,3,1,16.580000000000002,2
2848,M,38,77000,2849,2018-07-15,2018,1,4,43.989999999999995,4
2849,F,52,63000,2850,2018-07-14,2018,3,3,42.95,4
2850,F,81,86000,2851,2017-06-08,2017,5,5,178.73000000000002,8
2851,F,79,53000,2852,2018-01-31,2018,5,2,101.93,6
2852,M,47,50000,2853,2018-06-28,2018,2,2,7.220000000000001,1
2853,F,84,96000,2854,2017-01-28,2017,5,5,262.09,10
2854,F,73,65000,2855,2018-06-28,2018,5,3,22.87,2
2855,M,90,89000,2856,2017-09-09,2017,5,5,49.12,4
2856,M,54,66000,2857,2015-10-26,2015,3,3,103.6,6
2857,F,80,109000,2858,2017-11-24,2017,5,5,146.77,8
2858,M,58,71000,2859,2018-01-16,2018,3,4,22.490000000000002,2
2859,M,60,52000,2860,2017-03-02,2017,4,2,372.07,10
2860,M,82,96000,2861,2018-02-15,2018,5,5,123.08,7
2861,M,48,77000,2862,2018-04-02,2018,2,4,45.45,4
2862,M,49,81000,2863,2018-07-21,2018,2,4,87.49000000000001,6
2863,F,54,89000,2864,2017-09-11,2017,3,5,96.4,6
2864,M,57,34000,2865,2018-01-06,2018,3,1,10.14,1
2865,O,39,42000,2866,2018-06-07,2018,1,1,91.79,6
2866,M,74,65000,2867,2016-08-17,2016,5,3,29.64,3
2867,F,42,51000,2868,2017-11-29,2017,2,2,42.56,4
2868,F,52,44000,2869,2018-02-16,2018,3,1,101.19,6
2869,M,53,64000,2870,2016-06-27,2016,3,3,48.83,4
2870,F,57,51000,2871,2018-07-18,2018,3,2,0.0,1
2871,M,60,82000,2872,2017-08-15,2017,4,4,66.73,5
2872,M,52,64000,2873,2018-04-17,2018,3,3,17.169999999999998,2
2873,M,77,54000,2874,2017-12-15,2017,5,2,192.01,9
2874,M,31,68000,2875,2017-08-11,2017,1,3,21.81,2
2875,M,45,55000,2876,2017-09-24,2017,2,2,126.97,7
2876,F,36,52000,2877,2017-09-08,2017,1,2,139.04,7
2877,M,86,73000,2878,2018-01-17,2018,5,4,13.44,2
2878,F,62,44000,2879,2014-02-24,2014,4,1,46.83,4
2879,F,53,91000,2880,2015-08-11,2015,3,5,229.56,9
2880,M,45,50000,2881,2017-11-18,2017,2,2,31.5,3
2881,F,47,64000,2882,2016-11-18,2016,2,3,87.66,6
2882,F,64,71000,2883,2017-09-09,2017,4,4,52.09,4
2883,F,50,33000,2884,2018-01-19,2018,2,1,120.9,7
2884,F,72,74000,2885,2018-03-18,2018,5,4,14.68,2
2885,F,22,36000,2886,2016-09-26,2016,1,1,161.43,8
2886,M,41,47000,2887,2015-11-13,2015,2,2,84.81,5
2887,M,48,51000,2888,2018-04-11,2018,2,2,172.7,8
2888,M,48,58000,2889,2018-01-09,2018,2,3,18.990000000000002,2
2889,M,56,85000,2890,2017-05-10,2017,3,4,272.65,10
2890,F,48,59000,2891,2016-12-23,2016,2,3,206.06,9
2891,M,55,42000,2892,2017-12-27,2017,3,1,80.59,5
2892,M,69,41000,2893,2014-12-30,2014,4,1,38.37,3
2893,F,64,66000,2894,2016-04-10,2016,4,3,109.11,6
2894,M,51,75000,2895,2017-10-02,2017,2,4,27.92,3
2895,M,26,61000,2896,2014-12-21,2014,1,3,62.93,5
2896,M,40,59000,2897,2017-08-09,2017,2,3,11.46,1
2897,M,52,81000,2898,2017-08-23,2017,3,4,68.08,5
2898,M,87,45000,2899,2017-07-31,2017,5,1,28.06,3
2899,M,82,72000,2900,2018-02-18,2018,5,4,57.45,4
2900,M,63,39000,2901,2017-01-06,2017,4,1,51.14,4
2901,M,53,82000,2902,2018-07-14,2018,3,4,82.49,5
2902,F,80,116000,2903,2017-01-16,2017,5,5,1030.6,10
2903,M,45,35000,2904,2017-10-29,2017,2,1,9.16,1
2904,M,50,84000,2905,2016-11-14,2016,2,4,98.2,6
2905,M,59,63000,2906,2018-06-16,2018,3,3,96.5,6
2906,F,55,107000,2907,2017-04-06,2017,3,5,105.49,6
2907,F,36,70000,2908,2017-06-25,2017,1,3,268.24,10
2908,M,62,73000,2909,2016-05-25,2016,4,4,98.38999999999999,6
2909,M,92,38000,2910,2018-02-08,2018,5,1,6.470000000000001,1
2910,F,28,58000,2911,2017-11-11,2017,1,3,13.44,2
2911,F,59,78000,2912,2017-11-06,2017,3,4,77.31,5
2912,F,69,52000,2913,2018-04-16,2018,4,2,45.730000000000004,4
2913,F,40,57000,2914,2017-08-23,2017,2,2,237.93,9
2914,M,63,105000,2915,2017-09-25,2017,4,5,169.86,8
2915,M,46,74000,2916,2015-09-27,2015,2,4,55.96,4
2916,F,77,83000,2917,2015-08-19,2015,5,4,114.08,6
2917,M,58,91000,2918,2016-07-12,2016,3,5,215.06,9
2918,F,56,73000,2919,2017-09-17,2017,3,4,96.69,6
2919,M,67,62000,2920,2014-11-02,2014,4,3,101.78,6
2920,M,54,69000,2921,2017-10-07,2017,3,3,96.71000000000001,6
2921,F,77,70000,2922,2018-06-21,2018,5,3,18.64,2
2922,M,68,33000,2923,2018-07-12,2018,4,1,0.89,1
2923,O,28,30000,2924,2017-01-24,2017,1,1,91.87,6
2924,F,33,73000,2925,2018-05-07,2018,1,4,22.5,2
2925,F,41,60000,2926,2017-10-23,2017,2,3,184.97000000000003,9
2926,M,55,94000,2927,2016-12-03,2016,3,5,254.6,10
2927,F,50,59000,2928,2017-08-17,2017,2,3,37.3,3
2928,F,73,84000,2929,2015-12-24,2015,5,4,262.62,10
2929,M,66,31000,2930,2016-08-05,2016,4,1,80.92,5
2930,M,77,57000,2931,2016-08-16,2016,5,2,160.64,8
2931,F,57,55000,2932,2017-03-03,2017,3,2,50.36,4
2932,M,54,41000,2933,2016-11-14,2016,3,1,51.58,4
2933,F,62,89000,2934,2017-09-06,2017,4,5,318.44,10
2934,F,58,116000,2935,2018-02-22,2018,3,5,94.42,6
2935,M,34,72000,2936,2015-08-14,2015,1,4,212.65,9
2936,M,57,67000,2937,2016-06-28,2016,3,3,49.83,4
2937,F,36,58000,2938,2018-01-20,2018,1,3,11.26,1
2938,F,38,58000,2939,2017-01-18,2017,1,3,215.16,9
2939,M,59,36000,2940,2014-08-28,2014,3,1,51.99,4
2940,F,48,118000,2941,2017-02-22,2017,2,5,52.11,4
2941,M,56,72000,2942,2017-01-24,2017,3,4,283.95,10
2942,M,81,76000,2943,2018-06-05,2018,5,4,0.0,1
2943,M,78,62000,2944,2014-07-10,2014,5,3,43.76,4
2944,M,31,51000,2945,2018-06-15,2018,1,2,4.53,1
2945,M,23,33000,2946,2018-07-11,2018,1,1,1.4100000000000001,1
2946,M,76,58000,2947,2018-07-25,2018,5,3,24.53,3
2947,F,61,78000,2948,2018-05-27,2018,4,4,42.4,4
2948,F,38,72000,2949,2017-12-04,2017,1,4,15.709999999999999,2
2949,M,53,52000,2950,2017-07-31,2017,3,2,7.8100000000000005,1
2950,M,53,84000,2951,2017-12-03,2017,3,4,78.67,5
2951,M,67,87000,2952,2017-12-19,2017,4,5,21.12,2
2952,F,77,87000,2953,2016-08-23,2016,5,5,181.09,9
2953,M,73,80000,2954,2016-02-24,2016,5,4,141.19,7
2954,F,64,58000,2955,2018-01-20,2018,4,3,19.18,2
2955,M,67,89000,2956,2018-06-19,2018,4,5,145.38,8
2956,M,54,31000,2957,2017-11-18,2017,3,1,16.21,2
2957,F,67,92000,2958,2017-10-22,2017,4,5,166.69,8
2958,M,78,78000,2959,2016-04-11,2016,5,4,275.65,10
2959,M,66,70000,2960,2016-02-09,2016,4,3,38.910000000000004,3
2960,M,34,44000,2961,2014-09-04,2014,1,1,29.61,3
2961,M,49,82000,2962,2017-09-21,2017,2,4,49.86,4
2962,M,24,57000,2963,2017-08-26,2017,1,2,12.87,1
2963,M,59,102000,2964,2017-12-30,2017,3,5,85.32,5
2964,M,61,53000,2965,2016-01-28,2016,4,2,65.48,5
2965,M,33,64000,2966,2017-09-23,2017,1,3,195.47,9
2966,M,66,35000,2967,2018-04-16,2018,4,1,20.41,2
2967,F,83,104000,2968,2018-03-21,2018,5,5,69.2,5
2968,M,54,109000,2969,2017-02-01,2017,3,5,145.84,8
2969,F,62,96000,2970,2018-07-04,2018,4,5,108.79,6
2970,F,65,112000,2971,2017-08-10,2017,4,5,74.82,5
2971,M,75,79000,2972,2018-01-19,2018,5,4,30.409999999999997,3
2972,F,44,84000,2973,2015-07-29,2015,2,4,114.07,6
2973,M,74,67000,2974,2017-12-02,2017,5,3,132.5,7
2974,F,60,86000,2975,2017-12-03,2017,4,5,0.0,1
2975,M,26,73000,2976,2015-05-19,2015,1,4,38.07,3
2976,F,57,66000,2977,2017-08-26,2017,3,3,112.75,6
2977,F,91,89000,2978,2018-02-06,2018,5,5,211.99,9
2978,F,62,46000,2979,2016-10-07,2016,4,2,166.6,8
2979,M,79,47000,2980,2015-10-31,2015,5,2,47.73,4
2980,M,33,51000,2981,2017-10-25,2017,1,2,4.7,1
2981,F,23,65000,2982,2018-03-24,2018,1,3,33.14,3
2982,M,42,56000,2983,2018-02-15,2018,2,2,46.08,4
2983,M,68,68000,2984,2017-09-03,2017,4,3,162.04,8
2984,F,52,68000,2985,2016-08-28,2016,3,3,132.11,7
2985,F,48,72000,2986,2017-09-16,2017,2,4,141.96,7
2986,M,37,74000,2987,2017-01-24,2017,1,4,237.08,9
2987,F,73,39000,2988,2017-09-10,2017,5,1,24.52,3
2988,M,35,35000,2989,2017-06-08,2017,1,1,148.53,8
2989,M,55,87000,2990,2015-08-20,2015,3,5,40.29,3
2990,F,51,73000,2991,2018-02-23,2018,2,4,13.29,2
2991,F,53,55000,2992,2018-01-25,2018,3,2,209.57,9
2992,M,59,48000,2993,2017-10-07,2017,3,2,31.97,3
2993,F,56,110000,2994,2017-09-24,2017,3,5,85.21000000000001,5
2994,M,54,67000,2995,2018-06-19,2018,3,3,22.759999999999998,2
2995,M,47,54000,2996,2018-02-13,2018,2,2,43.849999999999994,4
2996,M,63,32000,2997,2018-07-18,2018,4,1,5.11,1
2997,F,64,73000,2998,2016-09-05,2016,4,4,908.81,10
2998,F,21,39000,2999,2015-08-09,2015,1,1,32.77,3
2999,F,52,112000,3000,2016-12-23,2016,3,5,278.06,10
3000,F,70,80000,3001,2015-11-27,2015,5,4,140.15,7
3001,M,24,50000,3002,2018-07-20,2018,1,2,114.03,6
3002,M,45,36000,3003,2016-01-17,2016,2,1,128.22,7
3003,M,18,60000,3004,2013-09-20,2013,1,3,65.62,5
3004,M,52,32000,3005,2017-10-02,2017,3,1,47.19,4
3005,M,39,51000,3006,2017-12-13,2017,1,2,25.48,3
3006,M,47,59000,3007,2017-10-13,2017,2,3,11.7,1
3007,M,32,49000,3008,2016-01-16,2016,1,2,77.05,5
3008,F,46,41000,3009,2017-12-15,2017,2,1,69.58,5
3009,F,64,30000,3010,2018-02-28,2018,4,1,57.260000000000005,4
3010,M,38,43000,3011,2018-07-17,2018,1,1,8.93,1
3011,M,51,71000,3012,2017-04-22,2017,2,4,696.4000000000001,10
3012,M,65,50000,3013,2015-12-30,2015,4,2,238.88,10
3013,F,78,85000,3014,2016-08-06,2016,5,4,204.0,9
3014,F,40,56000,3015,2017-08-18,2017,2,2,24.65,3
3015,F,54,65000,3016,2018-04-25,2018,3,3,124.92,7
3016,M,60,31000,3017,2014-05-08,2014,4,1,52.04,4
3017,M,85,47000,3018,2017-06-15,2017,5,2,50.29,4
3018,M,56,37000,3019,2018-03-10,2018,3,1,0.97,1
3019,M,47,58000,3020,2017-10-14,2017,2,3,21.39,2
3020,M,42,70000,3021,2017-12-07,2017,2,3,27.990000000000002,3
3021,M,63,66000,3022,2018-03-13,2018,4,3,12.120000000000001,1
3022,M,22,38000,3023,2015-12-29,2015,1,1,201.12,9
3023,M,19,32000,3024,2017-12-22,2017,1,1,22.21,2
3024,M,61,98000,3025,2017-10-19,2017,4,5,104.42000000000002,6
3025,F,59,60000,3026,2017-09-10,2017,3,3,235.21,9
3026,M,47,39000,3027,2018-06-07,2018,2,1,72.64999999999999,5
3027,F,51,77000,3028,2018-06-11,2018,2,4,20.16,2
3028,F,69,33000,3029,2017-07-22,2017,4,1,63.24,5
3029,M,26,47000,3030,2015-09-25,2015,1,2,73.09,5
3030,M,18,37000,3031,2018-05-05,2018,1,1,8.879999999999999,1
3031,M,20,31000,3032,2017-12-15,2017,1,1,4.86,1
3032,M,43,59000,3033,2017-03-05,2017,2,3,278.7,10
3033,M,23,35000,3034,2018-01-17,2018,1,1,57.19,4
3034,F,57,34000,3035,2016-03-07,2016,3,1,16.15,2
3035,F,78,66000,3036,2018-07-22,2018,5,3,10.22,1
3036,M,97,31000,3037,2017-08-21,2017,5,1,9.14,1
3037,M,36,74000,3038,2018-07-18,2018,1,4,23.13,2
3038,M,85,50000,3039,2015-10-10,2015,5,2,96.18,6
3039,F,69,55000,3040,2016-07-26,2016,4,2,158.01,8
3040,M,66,40000,3041,2017-11-10,2017,4,1,65.22,5
3041,M,39,31000,3042,2016-01-25,2016,1,1,72.42,5
3042,F,58,75000,3043,2017-12-06,2017,3,4,33.48,3
3043,M,45,67000,3044,2017-02-11,2017,2,3,83.03,5
3044,M,54,64000,3045,2017-12-22,2017,3,3,114.73,7
3045,F,59,53000,3046,2018-05-17,2018,3,2,470.68999999999994,10
3046,M,24,55000,3047,2018-01-21,2018,1,2,16.8,2
3047,M,61,62000,3048,2018-02-15,2018,4,3,18.84,2
3048,M,74,54000,3049,2018-01-30,2018,5,2,8.52,1
3049,M,29,71000,3050,2016-05-08,2016,1,4,201.05,9
3050,F,61,97000,3051,2017-04-15,2017,4,5,129.16,7
3051,F,73,37000,3052,2018-03-17,2018,5,1,88.8,6
3052,F,52,51000,3053,2017-12-24,2017,3,2,2.12,1
3053,F,73,84000,3054,2018-06-26,2018,5,4,32.25,3
3054,F,54,75000,3055,2017-06-07,2017,3,4,119.85,7
3055,F,81,57000,3056,2017-09-28,2017,5,2,650.46,10
3056,F,64,72000,3057,2018-01-06,2018,4,4,20.12,2
3057,M,65,78000,3058,2015-09-21,2015,4,4,151.4,8
3058,M,65,74000,3059,2018-05-22,2018,4,4,4.68,1
3059,M,29,65000,3060,2014-06-20,2014,1,3,80.03999999999999,5
3060,M,33,44000,3061,2017-08-21,2017,1,1,26.659999999999997,3
3061,M,74,61000,3062,2018-07-03,2018,5,3,11.59,1
3062,M,64,44000,3063,2017-10-28,2017,4,1,10.75,1
3063,M,50,89000,3064,2017-08-31,2017,2,5,78.55,5
3064,F,44,72000,3065,2016-03-12,2016,2,4,139.09,7
3065,F,63,54000,3066,2014-10-07,2014,4,2,69.41,5
3066,F,77,46000,3067,2018-01-10,2018,5,2,16.28,2
3067,M,64,48000,3068,2018-04-03,2018,4,2,141.23000000000002,7
3068,F,72,85000,3069,2015-12-12,2015,5,4,417.34,10
3069,M,56,64000,3070,2017-09-03,2017,3,3,148.26,8
3070,M,73,67000,3071,2017-06-09,2017,5,3,216.88,9
3071,M,52,47000,3072,2018-06-23,2018,3,2,12.27,1
3072,M,43,45000,3073,2018-05-13,2018,2,1,11.58,1
3073,M,49,66000,3074,2016-11-06,2016,2,3,273.28,10
3074,M,87,65000,3075,2016-11-30,2016,5,3,236.66,9
3075,F,40,38000,3076,2018-06-20,2018,2,1,27.33,3
3076,F,63,55000,3077,2014-07-01,2014,4,2,79.60000000000001,5
3077,F,86,75000,3078,2016-03-25,2016,5,4,207.32,9
3078,M,51,104000,3079,2017-03-13,2017,2,5,225.42,9
3079,F,53,106000,3080,2016-11-16,2016,3,5,196.88,9
3080,M,62,68000,3081,2017-11-10,2017,4,3,108.32000000000001,6
3081,M,56,72000,3082,2016-01-09,2016,3,4,172.27,8
3082,F,53,48000,3083,2017-12-11,2017,3,2,9.9,1
3083,F,61,65000,3084,2017-11-09,2017,4,3,62.31,5
3084,F,59,77000,3085,2015-10-24,2015,3,4,193.47,9
3085,M,58,119000,3086,2017-08-15,2017,3,5,160.28,8
3086,M,80,58000,3087,2015-10-06,2015,5,3,148.88,8
3087,M,59,87000,3088,2018-06-10,2018,3,5,0.0,1
3088,M,24,42000,3089,2018-03-11,2018,1,1,19.65,2
3089,M,88,62000,3090,2016-04-15,2016,5,3,42.17,4
3090,M,73,54000,3091,2017-11-29,2017,5,2,11.139999999999999,1
3091,M,61,33000,3092,2018-01-18,2018,4,1,38.260000000000005,3
3092,M,56,50000,3093,2017-07-27,2017,3,2,56.08,4
3093,F,71,87000,3094,2018-01-09,2018,5,5,83.28,5
3094,F,48,71000,3095,2017-08-17,2017,2,4,8.5,1
3095,F,78,81000,3096,2013-08-05,2013,5,4,210.88,9
3096,F,53,88000,3097,2015-10-30,2015,3,5,251.46,10
3097,F,49,71000,3098,2017-07-08,2017,2,4,134.28,7
3098,M,72,92000,3099,2018-05-08,2018,5,5,147.42000000000002,8
3099,F,75,115000,3100,2017-12-06,2017,5,5,125.47,7
3100,M,25,61000,3101,2017-01-21,2017,1,3,33.9,3
3101,F,47,50000,3102,2018-07-17,2018,2,2,33.31,3
3102,F,45,74000,3103,2016-03-01,2016,2,4,308.93,10
3103,F,59,68000,3104,2018-01-08,2018,3,3,51.24,4
3104,F,92,37000,3105,2017-12-07,2017,5,1,156.52,8
3105,M,50,38000,3106,2018-01-18,2018,2,1,30.44,3
3106,F,73,53000,3107,2017-08-19,2017,5,2,58.260000000000005,4
3107,F,58,88000,3108,2015-09-15,2015,3,5,378.24,10
3108,M,22,57000,3109,2017-12-13,2017,1,2,53.35,4
3109,M,67,45000,3110,2018-01-30,2018,4,1,15.0,2
3110,M,30,48000,3111,2016-04-18,2016,1,2,68.68,5
3111,M,45,46000,3112,2016-09-08,2016,2,2,45.76,4
3112,F,58,73000,3113,2017-02-02,2017,3,4,208.36,9
3113,F,62,52000,3114,2017-09-30,2017,4,2,93.24,6
3114,F,91,71000,3115,2015-11-19,2015,5,4,146.35,8
3115,M,70,68000,3116,2017-12-25,2017,5,3,24.6,3
3116,M,39,50000,3117,2013-08-27,2013,1,2,54.86,4
3117,M,58,39000,3118,2014-04-18,2014,3,1,54.84,4
3118,F,49,87000,3119,2017-03-26,2017,2,5,94.0,6
3119,F,89,81000,3120,2017-09-22,2017,5,4,75.07,5
3120,M,44,68000,3121,2015-02-25,2015,2,3,152.58,8
3121,F,55,44000,3122,2017-02-14,2017,3,1,101.84,6
3122,M,56,38000,3123,2015-09-20,2015,3,1,36.34,3
3123,M,65,76000,3124,2017-12-22,2017,4,4,0.0,1
3124,M,90,38000,3125,2018-04-09,2018,5,1,9.870000000000001,1
3125,M,62,52000,3126,2015-09-17,2015,4,2,74.39,5
3126,F,63,68000,3127,2017-08-08,2017,4,3,156.11,8
3127,F,36,40000,3128,2018-01-03,2018,1,1,56.37,4
3128,F,62,94000,3129,2017-12-22,2017,4,5,0.0,1
3129,M,19,43000,3130,2016-12-04,2016,1,1,124.44999999999999,7
3130,M,76,118000,3131,2018-03-08,2018,5,5,55.17,4
3131,M,43,51000,3132,2017-09-24,2017,2,2,11.22,1
3132,M,24,50000,3133,2016-03-25,2016,1,2,38.56,3
3133,F,83,58000,3134,2017-03-25,2017,5,3,103.01,6
3134,M,67,34000,3135,2017-08-12,2017,4,1,16.75,2
3135,F,35,45000,3136,2015-10-18,2015,1,1,147.67000000000002,8
3136,M,65,61000,3137,2014-05-21,2014,4,3,70.17,5
3137,F,58,109000,3138,2017-09-06,2017,3,5,81.42,5
3138,M,43,72000,3139,2016-12-25,2016,2,4,96.34,6
3139,F,71,89000,3140,2016-05-17,2016,5,5,99.88,6
3140,F,69,85000,3141,2016-05-22,2016,4,4,135.0,7
3141,M,67,38000,3142,2016-07-20,2016,4,1,175.17,8
3142,F,48,94000,3143,2017-05-13,2017,2,5,191.76,9
3143,M,43,34000,3144,2017-08-30,2017,2,1,121.51,7
3144,M,23,42000,3145,2018-04-28,2018,1,1,9.08,1
3145,F,75,109000,3146,2017-05-14,2017,5,5,91.32000000000001,6
3146,F,32,64000,3147,2016-01-10,2016,1,3,229.42000000000002,9
3147,M,58,79000,3148,2017-04-30,2017,3,4,117.64,7
3148,F,62,40000,3149,2014-01-14,2014,4,1,148.17000000000002,8
3149,M,41,42000,3150,2017-07-31,2017,2,1,14.469999999999999,2
3150,M,42,68000,3151,2016-09-05,2016,2,3,71.33,5
3151,M,27,32000,3152,2016-05-31,2016,1,1,51.05,4
3152,M,63,84000,3153,2018-06-30,2018,4,4,25.0,3
3153,M,43,34000,3154,2017-10-02,2017,2,1,24.61,3
3154,M,21,47000,3155,2013-11-06,2013,1,2,34.96,3
3155,M,70,79000,3156,2017-10-14,2017,5,4,0.0,1
3156,F,67,65000,3157,2015-11-27,2015,4,3,215.04,9
3157,M,71,69000,3158,2018-05-30,2018,5,3,43.480000000000004,4
3158,M,30,60000,3159,2018-02-23,2018,1,3,15.84,2
3159,M,36,64000,3160,2014-01-15,2014,1,3,55.8,4
3160,M,72,48000,3161,2017-08-27,2017,5,2,533.18,10
3161,M,58,54000,3162,2013-08-13,2013,3,2,111.17,6
3162,M,22,72000,3163,2018-01-30,2018,1,4,7.33,1
3163,M,45,86000,3164,2014-04-27,2014,2,5,201.47,9
3164,F,39,52000,3165,2017-05-05,2017,1,2,44.53,4
3165,M,66,88000,3166,2017-08-06,2017,4,5,162.26,8
3166,M,45,62000,3167,2018-07-16,2018,2,3,143.41,7
3167,F,41,56000,3168,2017-08-22,2017,2,2,134.14,7
3168,F,20,54000,3169,2016-01-11,2016,1,2,626.59,10
3169,M,56,56000,3170,2016-01-21,2016,3,2,388.4,10
3170,F,73,113000,3171,2018-07-24,2018,5,5,56.769999999999996,4
3171,F,65,48000,3172,2017-12-25,2017,4,2,19.69,2
3172,F,88,69000,3173,2017-09-13,2017,5,3,23.45,2
3173,M,64,67000,3174,2015-07-22,2015,4,3,61.25,4
3174,F,53,65000,3175,2017-02-22,2017,3,3,149.65,8
3175,M,82,44000,3176,2018-05-25,2018,5,1,55.68,4
3176,F,34,33000,3177,2017-11-03,2017,1,1,132.6,7
3177,F,83,107000,3178,2016-01-30,2016,5,5,179.72,8
3178,F,43,66000,3179,2017-07-05,2017,2,3,209.2,9
3179,M,82,63000,3180,2017-10-23,2017,5,3,29.119999999999997,3
3180,M,56,55000,3181,2016-11-24,2016,3,2,140.29,7
3181,F,59,95000,3182,2017-08-21,2017,3,5,397.89,10
3182,M,55,62000,3183,2018-03-29,2018,3,3,15.95,2
3183,F,65,97000,3184,2016-12-16,2016,4,5,88.18,6
3184,F,68,68000,3185,2018-03-08,2018,4,3,550.83,10
3185,M,47,40000,3186,2013-11-09,2013,2,1,30.28,3
3186,F,36,35000,3187,2017-10-09,2017,1,1,151.0,8
3187,F,40,71000,3188,2017-06-15,2017,2,4,158.33,8
3188,F,54,55000,3189,2017-08-09,2017,3,2,130.37,7
3189,M,71,59000,3190,2018-03-02,2018,5,3,5.449999999999999,1
3190,M,37,67000,3191,2015-08-06,2015,1,3,47.06,4
3191,M,54,58000,3192,2016-10-23,2016,3,3,242.37,10
3192,M,49,72000,3193,2018-05-04,2018,2,4,110.07000000000001,6
3193,M,72,62000,3194,2015-06-22,2015,5,3,119.48,7
3194,M,35,35000,3195,2016-03-16,2016,1,1,137.08,7
3195,M,58,61000,3196,2016-10-10,2016,3,3,309.14,10
3196,M,73,71000,3197,2017-09-01,2017,5,4,0.0,1
3197,F,55,119000,3198,2016-06-13,2016,3,5,120.84,7
3198,M,42,86000,3199,2017-10-12,2017,2,5,179.82,8
3199,M,57,83000,3200,2018-02-16,2018,3,4,96.64,6
3200,M,19,53000,3201,2017-12-28,2017,1,2,7.300000000000001,1
